wkt_geom;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq;distance;angle
Point (431751.70783633535029367 4581586.29766671452671289);431747.447;4581572.323;81.615;45.52;T00271V;N00173W;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;20;173.05390772547304
Point (431730.58327097608707845 4581554.67929789982736111);431747.447;4581572.323;81.615;45.52;T00271V;N00173W;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;60;257.4784919599471
Point (431720.8211240770178847 4581552.51123703364282846);431747.447;4581572.323;81.615;45.52;T00271V;N00173W;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;70;257.4784919599471
Point (431711.05897717794869095 4581550.34317616652697325);431747.447;4581572.323;81.615;45.52;T00271V;N00173W;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;80;257.4784919599471
Point (431736.33870021789334714 4581684.14509187079966068);431746.526;4581702.689;42.315;61.22;T15623Y;N00277D;N00308T;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;2;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;1 - 3 <=> 5;0;28.78293278250209
Point (431741.15362641040701419 4581692.90959332603961229);431746.526;4581702.689;42.315;61.22;T15623Y;N00277D;N00308T;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;2;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;1 - 3 <=> 5;10;28.78293278250209
Point (431745.96855260292068124 4581701.6740947812795639);431746.526;4581702.689;42.315;61.22;T15623Y;N00277D;N00308T;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;2;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;1 - 3 <=> 5;20;28.78293278250209
Point (431750.78347879543434829 4581710.43859623651951551);431746.526;4581702.689;42.315;61.22;T15623Y;N00277D;N00308T;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;2;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;1 - 3 <=> 5;30;28.78293278250209
Point (431755.59840498800622299 4581719.20309769175946712);431746.526;4581702.689;42.315;61.22;T15623Y;N00277D;N00308T;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;2;1;Ciutat Vella;11400;264603;Carrer;Carrer Pou de l'Estanc;1 - 3 <=> 5;40;28.78293278250209
Point (431739.51433507673209533 4581767.0521948616951704);431744.764;4581777.494;23.374;63.3;T00420Q;N00269D;N00270W;1;Ciutat Vella;11450;44607;Carrer;Carrer Bonaire;12;1;Ciutat Vella;11520;44607;Carrer;Carrer Bonaire;13 - 15;0;26.69374574608068
Point (431744.00654985581059009 4581775.98639915604144335);431744.764;4581777.494;23.374;63.3;T00420Q;N00269D;N00270W;1;Ciutat Vella;11450;44607;Carrer;Carrer Bonaire;12;1;Ciutat Vella;11520;44607;Carrer;Carrer Bonaire;13 - 15;10;26.69374574608068
Point (431748.49876463494729251 4581784.92060345131903887);431744.764;4581777.494;23.374;63.3;T00420Q;N00269D;N00270W;1;Ciutat Vella;11450;44607;Carrer;Carrer Bonaire;12;1;Ciutat Vella;11520;44607;Carrer;Carrer Bonaire;13 - 15;20;26.69374574608068
Point (431765.2913567476789467 4581633.05279425159096718);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;0;301.79655851596664
Point (431756.79211331595433876 4581638.32184170745313168);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;10;301.79655851596664
Point (431748.29286988422973081 4581643.5908891623839736);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;20;301.79655851596664
Point (431739.79362645244691521 4581648.8599366182461381);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;30;301.79655851596664
Point (431731.29438302072230726 4581654.12898407317698002);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;40;301.79655851596664
Point (431722.79513958899769932 4581659.39803152903914452);431743.769;4581646.395;50.645;328.2;T15620V;N00263X;N09695B;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;2 <=> 6;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;1 <=> 5;50;301.79655851596664
Point (431732.54721775301732123 4581753.02822614647448063);431743.603;4581742.427;31.883;332.47;T17265E;N00268C;N00272Y;1;Ciutat Vella;11410;55104;Carrer;Carrer Calders;10;1;Ciutat Vella;11420;55104;Carrer;Carrer Calders;17 <=> 21;0;177.50234495843523
Point (431737.23627579893218353 4581745.74564923532307148);431743.603;4581742.427;31.883;332.47;T17265E;N00268C;N00272Y;1;Ciutat Vella;11410;55104;Carrer;Carrer Calders;10;1;Ciutat Vella;11420;55104;Carrer;Carrer Calders;17 <=> 21;10;117.53044358239902
Point (431746.10392942011822015 4581741.12345070485025644);431743.603;4581742.427;31.883;332.47;T17265E;N00268C;N00272Y;1;Ciutat Vella;11410;55104;Carrer;Carrer Calders;10;1;Ciutat Vella;11420;55104;Carrer;Carrer Calders;17 <=> 21;20;117.53044358239902
Point (431754.97158304136246443 4581736.50125217437744141);431743.603;4581742.427;31.883;332.47;T17265E;N00268C;N00272Y;1;Ciutat Vella;11410;55104;Carrer;Carrer Calders;10;1;Ciutat Vella;11420;55104;Carrer;Carrer Calders;17 <=> 21;30;117.53044358239902
Point (431711.87683870934415609 4582102.13391717150807381);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;0;135.1935831664947
Point (431718.92397544760024175 4582095.03899900522083044);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;10;135.1935831664947
Point (431725.97111218591453508 4582087.9440808380022645);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;20;135.1935831664947
Point (431733.01824892417062074 4582080.84916267171502113);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;30;135.1935831664947
Point (431740.06538566248491406 4582073.75424450449645519);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;40;135.1935831664947
Point (431747.11252240074099973 4582066.65932633820921183);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;50;135.1935831664947
Point (431754.15965913905529305 4582059.56440817099064589);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;60;135.1935831664947
Point (431761.20679587731137872 4582052.46949000470340252);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;70;135.1935831664947
Point (431768.25393261562567204 4582045.37457183841615915);431743.436;4582070.361;89.566;314.81;T00522V;N00343W;N00337Y;1;Ciutat Vella;11770;201400;Passeig;Passeig Picasso;18 <=> 24;1;Ciutat Vella;11210;201400;Passeig;Passeig Picasso;7 <=> 9 - 11;80;135.1935831664947
Point (431736.33870021789334714 4581684.14509187079966068);431743.007;4581680.406;15.29;330.72;T00424U;N00277D;N00276C;1;Ciutat Vella;11390;99904;Carrer;Carrer Rere Palau;4;1;Ciutat Vella;11400;99904;Carrer;Carrer Rere Palau;5 Int <=> 9;0;119.28470189694079
Point (431745.0606992935645394 4581679.25359597243368626);431743.007;4581680.406;15.29;330.72;T00424U;N00277D;N00276C;1;Ciutat Vella;11390;99904;Carrer;Carrer Rere Palau;4;1;Ciutat Vella;11400;99904;Carrer;Carrer Rere Palau;5 Int <=> 9;10;119.28470189694079
Point (431730.40959857846610248 4581803.581319784745574);431740.212;4581795.758;25.083;-39;T00444Y;N00291B;N00270W;1;Ciutat Vella;11520;17502;Carrer;Carrer Antic de Sant Joan;10 <=> 12;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;0;128.592461688035
Point (431738.22562406316865236 4581797.34355210512876511);431740.212;4581795.758;25.083;-39;T00444Y;N00291B;N00270W;1;Ciutat Vella;11520;17502;Carrer;Carrer Antic de Sant Joan;10 <=> 12;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;10;128.592461688035
Point (431746.04164954792940989 4581791.10578442551195621);431740.212;4581795.758;25.083;-39;T00444Y;N00291B;N00270W;1;Ciutat Vella;11520;17502;Carrer;Carrer Antic de Sant Joan;10 <=> 12;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;20;128.592461688035
Point (431724.75207132525974885 4581735.3422580910846591);431737.968;4581729.518;28.884;-24;T00474E;N00266A;N00271X;1;Ciutat Vella;11400;254009;Carrer;Carrer Pescateria;2 <=> 8;1;Ciutat Vella;11410;254009;Carrer;Carrer Pescateria;1;0;113.78507948210908
Point (431733.90271857456536964 4581731.30918793100863695);431737.968;4581729.518;28.884;-24;T00474E;N00266A;N00271X;1;Ciutat Vella;11400;254009;Carrer;Carrer Pescateria;2 <=> 8;1;Ciutat Vella;11410;254009;Carrer;Carrer Pescateria;1;10;113.78507948210908
Point (431743.05336582381278276 4581727.27611777000129223);431737.968;4581729.518;28.884;-24;T00474E;N00266A;N00271X;1;Ciutat Vella;11400;254009;Carrer;Carrer Pescateria;2 <=> 8;1;Ciutat Vella;11410;254009;Carrer;Carrer Pescateria;1;20;113.78507948210908
Point (431732.54721775301732123 4581753.02822614647448063);431736.031;4581760.04;15.659;63.6;T00419X;N00268C;N00269D;1;Ciutat Vella;11420;44607;Carrer;Carrer Bonaire;10 - 6;1;Ciutat Vella;11530;44607;Carrer;Carrer Bonaire;9 <=> 11;0;26.418217989363715
Point (431736.99641736008925363 4581761.98392951674759388);431736.031;4581760.04;15.659;63.6;T00419X;N00268C;N00269D;1;Ciutat Vella;11420;44607;Carrer;Carrer Bonaire;10 - 6;1;Ciutat Vella;11530;44607;Carrer;Carrer Bonaire;9 <=> 11;10;26.418217989363715
Point (431720.64389728795504197 4581542.50113473925739527);431735.821;4581532.314;63.442;326.13;T00268A;N00166X;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11950;240707;Pla;Pla Palau;20 <=> 21;50;303.87134754247734
Point (431712.34098630480002612 4581548.07443440891802311);431735.821;4581532.314;63.442;326.13;T00268A;N00166X;N00163U;1;Ciutat Vella;11375;240707;Pla;Pla Palau;9997;1;Ciutat Vella;11950;240707;Pla;Pla Palau;20 <=> 21;60;303.87134754247734
Point (431719.13940858119167387 4581780.86837035417556763);431729.327;4581773.96;24.618;-34;T00448C;N00293D;N00269D;1;Ciutat Vella;11530;276908;Carrer;Carrer Rec;46 <=> 50;1;Ciutat Vella;11520;276908;Carrer;Carrer Rec;67 <=> 69;0;124.14107596903625
Point (431727.41599051770754158 4581775.25604539457708597);431729.327;4581773.96;24.618;-34;T00448C;N00293D;N00269D;1;Ciutat Vella;11530;276908;Carrer;Carrer Rec;46 <=> 50;1;Ciutat Vella;11520;276908;Carrer;Carrer Rec;67 <=> 69;10;124.14107596903625
Point (431735.69257245428161696 4581769.64372043590992689);431729.327;4581773.96;24.618;-34;T00448C;N00293D;N00269D;1;Ciutat Vella;11530;276908;Carrer;Carrer Rec;46 <=> 50;1;Ciutat Vella;11520;276908;Carrer;Carrer Rec;67 <=> 69;20;124.14107596903625
Point (431724.75207132525974885 4581735.3422580910846591);431728.65;4581744.185;19.328;66.21;T17264D;N00266A;N00268C;1;Ciutat Vella;11410;44607;Carrer;Carrer Bonaire;4 B;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;5 <=> 7;0;23.785638337938895
Point (431728.78523073979886249 4581744.49286600202322006);431728.65;4581744.185;19.328;66.21;T17264D;N00266A;N00268C;1;Ciutat Vella;11410;44607;Carrer;Carrer Bonaire;4 B;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;5 <=> 7;10;23.785638337938895
Point (431720.77675162558443844 4581694.07522496487945318);431728.558;4581689.11;18.46;327.46;T00426W;N00275B;N00277D;1;Ciutat Vella;11390;99904;Carrer;Carrer Rere Palau;2;1;Ciutat Vella;11400;99904;Carrer;Carrer Rere Palau;1 <=> 3 - 5;0;122.54208794667706
Point (431729.20671694941120222 4581688.69603500328958035);431728.558;4581689.11;18.46;327.46;T00426W;N00275B;N00277D;1;Ciutat Vella;11390;99904;Carrer;Carrer Rere Palau;2;1;Ciutat Vella;11400;99904;Carrer;Carrer Rere Palau;1 <=> 3 - 5;10;122.54208794667706
Point (431720.77675162558443844 4581694.07522496487945318);431725.9;4581704.517;23.262;63.86;T00471B;N00275B;N00307S;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;2 - 4;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;1 - 3 <=> 5;0;26.135900169368632
Point (431725.18176928686443716 4581703.05274240579456091);431725.9;4581704.517;23.262;63.86;T00471B;N00275B;N00307S;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;2 - 4;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;1 - 3 <=> 5;10;26.135900169368632
Point (431729.58678694814443588 4581712.03025984670966864);431725.9;4581704.517;23.262;63.86;T00471B;N00275B;N00307S;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;2 - 4;1;Ciutat Vella;11400;346606;Carrer;Carrer Tripó;1 - 3 <=> 5;20;26.135900169368632
Point (431719.13940858119167387 4581780.86837035417556763);431724.775;4581792.225;25.355;63.6;T00464C;N00293D;N00291B;1;Ciutat Vella;11520;114305;Carrer;Carrer Esparteria;20 - 22;1;Ciutat Vella;11630;114305;Carrer;Carrer Esparteria;21 - 23;0;26.39065696361457
Point (431723.58429970592260361 4581789.82621288951486349);431724.775;4581792.225;25.355;63.6;T00464C;N00293D;N00291B;1;Ciutat Vella;11520;114305;Carrer;Carrer Esparteria;20 - 22;1;Ciutat Vella;11630;114305;Carrer;Carrer Esparteria;21 - 23;10;26.39065696361457
Point (431728.02919083059532568 4581798.78405542485415936);431724.775;4581792.225;25.355;63.6;T00464C;N00293D;N00291B;1;Ciutat Vella;11520;114305;Carrer;Carrer Esparteria;20 - 22;1;Ciutat Vella;11630;114305;Carrer;Carrer Esparteria;21 - 23;20;26.39065696361457
Point (431712.16728118795435876 4581765.52039964962750673);431722.357;4581759.274;23.904;-32;T00483F;N00305Q;N00268C;1;Ciutat Vella;11540;55104;Carrer;Carrer Calders;8;1;Ciutat Vella;11530;55104;Carrer;Carrer Calders;11 <=> 15;0;121.50681029050713
Point (431720.69306171906646341 4581760.29440057463943958);431722.357;4581759.274;23.904;-32;T00483F;N00305Q;N00268C;1;Ciutat Vella;11540;55104;Carrer;Carrer Calders;8;1;Ciutat Vella;11530;55104;Carrer;Carrer Calders;11 <=> 15;10;121.50681029050713
Point (431729.21884225017856807 4581755.06840149872004986);431722.357;4581759.274;23.904;-32;T00483F;N00305Q;N00268C;1;Ciutat Vella;11540;55104;Carrer;Carrer Calders;8;1;Ciutat Vella;11530;55104;Carrer;Carrer Calders;11 <=> 15;20;121.50681029050713
Point (431691.35132161475485191 4581643.46437027864158154);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;0;122.78261798679242
Point (431699.75863066129386425 4581638.04983848053961992);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;10;122.78261798679242
Point (431708.16593970783287659 4581632.63530668150633574);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;20;122.78261798679242
Point (431716.57324875431368127 4581627.22077488340437412);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;30;122.78261798679242
Point (431724.98055780085269362 4581621.80624308530241251);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;40;122.78261798679242
Point (431733.38786684739170596 4581616.39171128626912832);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;50;122.78261798679242
Point (431741.7951758939307183 4581610.97717948816716671);431720.32;4581624.808;68.914;327.22;T00263V;N00172V;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11380;240707;Pla;Pla Palau;11 <=> 14;60;122.78261798679242
Point (431722.24649299931479618 4581659.73816120531409979);431718.467;4581661.919;8.727;330.02;T15622X;N09695B;N09694A;1;Ciutat Vella;11390;240605;Passatge;Passatge Palau;6 <=> 8;1;Ciutat Vella;11380;240605;Passatge;Passatge Palau;5 <=> 7;0;299.9822921204826
Point (431710.24280447966884822 4581703.17331869713962078);431717.497;4581719.258;35.29;65.7;T00416U;N00265Z;N00266A;1;Ciutat Vella;11400;44607;Carrer;Carrer Bonaire;2 <=> 4;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;1 <=> 7;0;24.276965996442744
Point (431714.35428371711168438 4581712.2890050932765007);431717.497;4581719.258;35.29;65.7;T00416U;N00265Z;N00266A;1;Ciutat Vella;11400;44607;Carrer;Carrer Bonaire;2 <=> 4;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;1 <=> 7;10;24.276965996442744
Point (431718.46576295449631289 4581721.4046914903447032);431717.497;4581719.258;35.29;65.7;T00416U;N00265Z;N00266A;1;Ciutat Vella;11400;44607;Carrer;Carrer Bonaire;2 <=> 4;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;1 <=> 7;20;24.276965996442744
Point (431722.57724219193914905 4581730.52037788648158312);431717.497;4581719.258;35.29;65.7;T00416U;N00265Z;N00266A;1;Ciutat Vella;11400;44607;Carrer;Carrer Bonaire;2 <=> 4;1;Ciutat Vella;11540;44607;Carrer;Carrer Bonaire;1 <=> 7;30;24.276965996442744
Point (431709.4826394523261115 4581549.99308963678777218);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;0;355.31145708713024
Point (431708.6652472973219119 4581559.95962715335190296);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;10;355.31145708713024
Point (431708.68217114504659548 4581569.86284696124494076);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;20;13.368459083547888
Point (431710.99429476755904034 4581579.59188002534210682);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;30;13.368459083547888
Point (431715.97392811096506193 4581587.98378174565732479);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;40;39.87762276241129
Point (431722.38542772439541295 4581595.65793790109455585);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;50;39.87762276241129
Point (431730.69466326199471951 4581600.47082872595638037);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;60;73.01367580698664
Point (431740.25840840494493023 4581603.39226310607045889);431716.319;4581588.397;79.443;50.12;T00270U;N00163U;N00173W;1;Ciutat Vella;11373;240707;Pla;Pla Palau;9998;1;Ciutat Vella;11374;240707;Pla;Pla Palau;9999;70;73.01367580698664
Point (431712.16728118795435876 4581765.52039964962750673);431715.653;4581773.194;16.857;65.6;T00463B;N00305Q;N00293D;1;Ciutat Vella;11530;114305;Carrer;Carrer Esparteria;16 <=> 18;1;Ciutat Vella;11620;114305;Carrer;Carrer Esparteria;17 <=> 19;0;24.43088817518581
Point (431716.30323438451159745 4581774.62500788737088442);431715.653;4581773.194;16.857;65.6;T00463B;N00305Q;N00293D;1;Ciutat Vella;11530;114305;Carrer;Carrer Esparteria;16 <=> 18;1;Ciutat Vella;11620;114305;Carrer;Carrer Esparteria;17 <=> 19;10;24.43088817518581
Point (431710.24280447966884822 4581703.17331869713962078);431715.51;4581698.624;13.919;319.18;T17163Z;N00265Z;N00275B;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;11400;235300;Plaça;Plaça Olles;8;0;130.81693416241424
Point (431717.81082347594201565 4581696.63687559124082327);431715.51;4581698.624;13.919;319.18;T17163Z;N00265Z;N00275B;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;11400;235300;Plaça;Plaça Olles;8;10;130.81693416241424
Point (431697.08576691220514476 4581832.50961649511009455);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;0;44.179962997392124
Point (431704.05491039442131296 4581839.68116020131856203);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;10;44.179962997392124
Point (431711.02405387669568881 4581846.85270390659570694);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;20;44.179962997392124
Point (431717.99319735891185701 4581854.02424761280417442);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;30;44.179962997392124
Point (431724.96234084118623286 4581861.19579131808131933);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;40;44.179962997392124
Point (431731.93148432340240106 4581868.36733502428978682);431714.585;4581850.518;50.22;45.82;T00456C;N00297H;N00298I;1;Ciutat Vella;11510;46409;Passeig;Passeig Born;34 <=> 36;1;Ciutat Vella;11730;46409;Passeig;Passeig Born;25 <=> 27 - 29;50;44.179962997392124
Point (431697.08576691220514476 4581832.50961649511009455);431713.748;4581818.045;44.128;-41;T00443X;N00297H;N00291B;1;Ciutat Vella;11630;17502;Carrer;Carrer Antic de Sant Joan;2 <=> 8;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;0;130.96112897293852
Point (431704.63731186150107533 4581825.95414787158370018);431713.748;4581818.045;44.128;-41;T00443X;N00297H;N00291B;1;Ciutat Vella;11630;17502;Carrer;Carrer Antic de Sant Joan;2 <=> 8;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;10;130.96112897293852
Point (431712.18885681079700589 4581819.39867924712598324);431713.748;4581818.045;44.128;-41;T00443X;N00297H;N00291B;1;Ciutat Vella;11630;17502;Carrer;Carrer Antic de Sant Joan;2 <=> 8;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;20;130.96112897293852
Point (431719.74040176015114412 4581812.84321062359958887);431713.748;4581818.045;44.128;-41;T00443X;N00297H;N00291B;1;Ciutat Vella;11630;17502;Carrer;Carrer Antic de Sant Joan;2 <=> 8;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;30;130.96112897293852
Point (431727.29194670944707468 4581806.2877420000731945);431713.748;4581818.045;44.128;-41;T00443X;N00297H;N00291B;1;Ciutat Vella;11630;17502;Carrer;Carrer Antic de Sant Joan;2 <=> 8;1;Ciutat Vella;11510;17502;Carrer;Carrer Antic de Sant Joan;1 <=> 5;40;130.96112897293852
Point (431706.09854153945343569 4581669.41029834374785423);431713.438;4581681.743;28.702;59.24;T00470A;N00285D;N00275B;1;Ciutat Vella;11390;235300;Plaça;Plaça Olles;9 <=> 9 B;1;Ciutat Vella;11550;235300;Plaça;Plaça Olles;5 <=> 7;0;30.757069446326778
Point (431711.21253274090122432 4581678.00373153388500214);431713.438;4581681.743;28.702;59.24;T00470A;N00285D;N00275B;1;Ciutat Vella;11390;235300;Plaça;Plaça Olles;9 <=> 9 B;1;Ciutat Vella;11550;235300;Plaça;Plaça Olles;5 <=> 7;10;30.757069446326778
