wkt_geom;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq;distance;angle
Point (431551.42687370610656217 4581721.98238932620733976);431548.266;4581724.287;52.177;-36;T00543A;N00367E;N00361Y;1;Ciutat Vella;11850;34104;Carrer;Carrer Banys Vells;16 <=> 22;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;30;126.09877351961093
Point (431559.50689866731408983 4581716.09059871360659599);431548.266;4581724.287;52.177;-36;T00543A;N00367E;N00361Y;1;Ciutat Vella;11850;34104;Carrer;Carrer Banys Vells;16 <=> 22;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;40;126.09877351961093
Point (431567.58692362857982516 4581710.19880810007452965);431548.266;4581724.287;52.177;-36;T00543A;N00367E;N00361Y;1;Ciutat Vella;11850;34104;Carrer;Carrer Banys Vells;16 <=> 22;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;50;126.09877351961093
Point (431534.10945469862781465 4581561.34843549504876137);431544.618;4581559.979;21.337;352.58;T15642B;N00235T;N00225R;1;Ciutat Vella;12030;225907;Carrer;Carrer Nau;8;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;5;0;97.42192161908073
Point (431544.0256728189997375 4581560.05668544583022594);431544.618;4581559.979;21.337;352.58;T15642B;N00235T;N00225R;1;Ciutat Vella;12030;225907;Carrer;Carrer Nau;8;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;5;10;97.42192161908073
Point (431553.95970767340622842 4581560.61059699580073357);431544.618;4581559.979;21.337;352.58;T15642B;N00235T;N00225R;1;Ciutat Vella;12030;225907;Carrer;Carrer Nau;8;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;5;20;80.62725932859435
Point (431536.38485404476523399 4581613.44549811165779829);431542.606;4581621.219;19.913;51.33;T00564F;N00380B;N00377G;1;Ciutat Vella;12040;703;Carrer;Carrer Abaixadors;12;1;Ciutat Vella;12070;703;Carrer;Carrer Abaixadors;11;0;38.67237599149302
Point (431542.63351719325874001 4581621.25281575974076986);431542.606;4581621.219;19.913;51.33;T00564F;N00380B;N00377G;1;Ciutat Vella;12040;703;Carrer;Carrer Abaixadors;12;1;Ciutat Vella;12070;703;Carrer;Carrer Abaixadors;11;10;38.67237599149302
Point (431502.72851204965263605 4581838.49409777950495481);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;0;127.97452744456847
Point (431510.61135591444326565 4581832.34098697267472744);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;10;127.97452744456847
Point (431518.3628429823438637 4581826.02612941525876522);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;20;130.18654049797846
Point (431526.00231931952293962 4581819.57334696967154741);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;30;130.18654049797846
Point (431533.64179565676022321 4581813.12056452408432961);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;40;130.18654049797846
Point (431541.28127199393929914 4581806.6677820784971118);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;50;130.18654049797846
Point (431548.62184599635656923 4581799.87778871413320303);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;60;132.92074846309993
Point (431555.94480941630899906 4581793.06792772002518177);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;70;132.92074846309993
Point (431563.26777283626142889 4581786.25806672684848309);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;80;132.92074846309993
Point (431570.59073625621385872 4581779.4482057336717844);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;90;132.92074846309993
Point (431577.91369967616628855 4581772.63834473956376314);431541.951;4581806.081;101.686;317.08;T00539E;N00357C;N00350V;1;Ciutat Vella;11800;217501;Carrer;Carrer Montcada;12 <=> 22;1;Ciutat Vella;11670;217501;Carrer;Carrer Montcada;15 <=> 29 - 33;100;132.92074846309993
Point (431512.02919595723506063 4581663.39975915476679802);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;0;96.93763861812599
Point (431521.95597803423879668 4581662.19186942651867867);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;10;96.93763861812599
Point (431531.88032438774826005 4581660.96556505560874939);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;20;98.13202539859093
Point (431541.77977185288909823 4581659.55101923272013664);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;30;98.13202539859093
Point (431551.71146454755216837 4581658.4293134231120348);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;40;94.43526384534178
Point (431561.68949188926490024 4581657.8168341089040041);431538.999;4581659.948;54.456;351.87;T00593K;N00368F;N00315S;1;Ciutat Vella;12070;260103;Carrer;Carrer Argenteria;62 <=> 78 - 74;1;Ciutat Vella;11860;260103;Carrer;Carrer Argenteria;53 - 57 <=> 69;50;91.24088142775345
Point (431522.03969175776001066 4581595.00457851309329271);431529.212;4581604.225;23.363;52.86;T00727G;N00481F;N00380B;1;Ciutat Vella;12040;703;Carrer;Carrer Abaixadors;4 - 2 <=> 12;1;Ciutat Vella;12080;703;Carrer;Carrer Abaixadors;1 - 7 <=> 9;0;37.87929041928866
Point (431528.17969121021451429 4581602.89763918239623308);431529.212;4581604.225;23.363;52.86;T00727G;N00481F;N00380B;1;Ciutat Vella;12040;703;Carrer;Carrer Abaixadors;4 - 2 <=> 12;1;Ciutat Vella;12080;703;Carrer;Carrer Abaixadors;1 - 7 <=> 9;10;37.87929041928866
Point (431534.31969066261081025 4581610.79069985076785088);431529.212;4581604.225;23.363;52.86;T00727G;N00481F;N00380B;1;Ciutat Vella;12040;703;Carrer;Carrer Abaixadors;4 - 2 <=> 12;1;Ciutat Vella;12080;703;Carrer;Carrer Abaixadors;1 - 7 <=> 9;20;37.87929041928866
Point (431518.90555738366674632 4581577.95657612476497889);431527.074;4581570.253;22.675;316.68;T00730B;N00482G;N00235T;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;2 B <=> 6 - 4;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;3 <=> 5;0;133.32121822607525
Point (431526.18074468447593972 4581571.09569791983813047);431527.074;4581570.253;22.675;316.68;T00730B;N00482G;N00235T;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;2 B <=> 6 - 4;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;3 <=> 5;10;133.32121822607525
Point (431532.70891546126222238 4581563.62714609690010548);431527.074;4581570.253;22.675;316.68;T00730B;N00482G;N00235T;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;2 B <=> 6 - 4;1;Ciutat Vella;12040;225907;Carrer;Carrer Nau;3 <=> 5;20;148.42431857567024
Point (431539.6519615821307525 4581495.31729227118194103);431526.022;4581509.349;39.123;314.17;T00348Z;N00219T;N00220M;1;Ciutat Vella;12030;177101;Via;Via Laietana;4 <=> 6;1;Ciutat Vella;12191;177101;Via;Via Laietana;1;0;315.83201035620124
Point (431532.68431692139711231 4581502.49029219336807728);431526.022;4581509.349;39.123;314.17;T00348Z;N00219T;N00220M;1;Ciutat Vella;12030;177101;Via;Via Laietana;4 <=> 6;1;Ciutat Vella;12191;177101;Via;Via Laietana;1;10;315.83201035620124
Point (431525.71667226066347212 4581509.66329211555421352);431526.022;4581509.349;39.123;314.17;T00348Z;N00219T;N00220M;1;Ciutat Vella;12030;177101;Via;Via Laietana;4 <=> 6;1;Ciutat Vella;12191;177101;Via;Via Laietana;1;20;315.83201035620124
Point (431518.74902759992983192 4581516.83629203774034977);431526.022;4581509.349;39.123;314.17;T00348Z;N00219T;N00220M;1;Ciutat Vella;12030;177101;Via;Via Laietana;4 <=> 6;1;Ciutat Vella;12191;177101;Via;Via Laietana;1;30;315.83201035620124
Point (431522.03969175776001066 4581595.00457851309329271);431525.183;4581585.204;23.47;49.11;T00732D;N00481F;N00482G;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12040;358955;Plaça;Plaça Víctor Balaguer;4 - 5 <=> 6 - 8;0;132.6137231759674
Point (431527.72415435418952256 4581588.13906753156334162);431525.183;4581585.204;23.47;49.11;T00732D;N00481F;N00482G;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12040;358955;Plaça;Plaça Víctor Balaguer;4 - 5 <=> 6 - 8;10;220.89436161829258
Point (431521.1774900714517571 4581580.57988855708390474);431525.183;4581585.204;23.47;49.11;T00732D;N00481F;N00482G;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12040;358955;Plaça;Plaça Víctor Balaguer;4 - 5 <=> 6 - 8;20;220.89436161829258
Point (431536.38485404476523399 4581613.44549811165779829);431525.119;4581621.49;39.896;50.7;T18983F;N00380B;N00483H;1;Ciutat Vella;12070;331405;Carrer;Carrer Tarongeta;1 <=> 7;1;Ciutat Vella;12080;331405;Carrer;Carrer Tarongeta;2 <=> 6;0;305.5303375685345
Point (431528.24677476903889328 4581619.2568375188857317);431525.119;4581621.49;39.896;50.7;T18983F;N00380B;N00483H;1;Ciutat Vella;12070;331405;Carrer;Carrer Tarongeta;1 <=> 7;1;Ciutat Vella;12080;331405;Carrer;Carrer Tarongeta;2 <=> 6;10;305.5303375685345
Point (431520.16196043090894818 4581624.66820894740521908);431525.119;4581621.49;39.896;50.7;T18983F;N00380B;N00483H;1;Ciutat Vella;12070;331405;Carrer;Carrer Tarongeta;1 <=> 7;1;Ciutat Vella;12080;331405;Carrer;Carrer Tarongeta;2 <=> 6;20;219.29842740925451
Point (431513.82836410211166367 4581616.92963300924748182);431525.119;4581621.49;39.896;50.7;T18983F;N00380B;N00483H;1;Ciutat Vella;12070;331405;Carrer;Carrer Tarongeta;1 <=> 7;1;Ciutat Vella;12080;331405;Carrer;Carrer Tarongeta;2 <=> 6;30;219.29842740925451
Point (431512.39213265827856958 4581523.38054180052131414);431523.251;4581542.364;43.74;60.23;T18753T;N00220M;N00235T;1;Ciutat Vella;12030;172607;Carrer;Carrer Joan Massana;2 - 4 <=> 6;1;Ciutat Vella;12090;172607;Carrer;Carrer Joan Massana;1 - 3;0;29.76920041234708
Point (431517.35720684099942446 4581532.06086658500134945);431523.251;4581542.364;43.74;60.23;T18753T;N00220M;N00235T;1;Ciutat Vella;12030;172607;Carrer;Carrer Joan Massana;2 - 4 <=> 6;1;Ciutat Vella;12090;172607;Carrer;Carrer Joan Massana;1 - 3;10;29.76920041234708
Point (431522.32228102372027934 4581540.74119136948138475);431523.251;4581542.364;43.74;60.23;T18753T;N00220M;N00235T;1;Ciutat Vella;12030;172607;Carrer;Carrer Joan Massana;2 - 4 <=> 6;1;Ciutat Vella;12090;172607;Carrer;Carrer Joan Massana;1 - 3;20;29.76920041234708
Point (431527.28735520638292655 4581549.42151615303009748);431523.251;4581542.364;43.74;60.23;T18753T;N00220M;N00235T;1;Ciutat Vella;12030;172607;Carrer;Carrer Joan Massana;2 - 4 <=> 6;1;Ciutat Vella;12090;172607;Carrer;Carrer Joan Massana;1 - 3;30;29.76920041234708
Point (431532.25242938910378143 4581558.10184093751013279);431523.251;4581542.364;43.74;60.23;T18753T;N00220M;N00235T;1;Ciutat Vella;12030;172607;Carrer;Carrer Joan Massana;2 - 4 <=> 6;1;Ciutat Vella;12090;172607;Carrer;Carrer Joan Massana;1 - 3;40;29.76920041234708
Point (431516.22060773900011554 4581716.74080912582576275);431521.704;4581728.199;25.406;64.4;T00551A;N00365C;N00367E;1;Ciutat Vella;11850;289706;Carrer;Carrer Rosic;6;1;Ciutat Vella;11840;289706;Carrer;Carrer Rosic;5 <=> 7;0;25.571988590827022
Point (431520.53705572988837957 4581725.76124574150890112);431521.704;4581728.199;25.406;64.4;T00551A;N00365C;N00367E;1;Ciutat Vella;11850;289706;Carrer;Carrer Rosic;6;1;Ciutat Vella;11840;289706;Carrer;Carrer Rosic;5 <=> 7;10;25.571988590827022
Point (431524.8535037207766436 4581734.78168235812336206);431521.704;4581728.199;25.406;64.4;T00551A;N00365C;N00367E;1;Ciutat Vella;11850;289706;Carrer;Carrer Rosic;6;1;Ciutat Vella;11840;289706;Carrer;Carrer Rosic;5 <=> 7;20;25.571988590827022
Point (431511.46587823011213914 4581753.30590115021914244);431519.326;4581746.482;20.819;319.04;T00542Z;N00360X;N00367E;1;Ciutat Vella;11840;34104;Carrer;Carrer Banys Vells;12 <=> 14;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;0;130.96292911003047
Point (431519.01721721387002617 4581746.75019527319818735);431519.326;4581746.482;20.819;319.04;T00542Z;N00360X;N00367E;1;Ciutat Vella;11840;34104;Carrer;Carrer Banys Vells;12 <=> 14;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;10;130.96292911003047
Point (431526.56855619768612087 4581740.19448939524590969);431519.326;4581746.482;20.819;319.04;T00542Z;N00360X;N00367E;1;Ciutat Vella;11840;34104;Carrer;Carrer Banys Vells;12 <=> 14;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;20;130.96292911003047
Point (431504.98659762344323099 4581849.29609721247106791);431518.804;4581864.122;40.532;47.02;T15634B;N09703K;N00410Q;1;Ciutat Vella;11670;93704;Carrer;Carrer Cremat Gran i Xic;2 - 6;1;Ciutat Vella;11680;93704;Carrer;Carrer Cremat Gran i Xic;1 - 3 <=> 11 - 13;0;42.98388866067484
Point (431511.80452441773377359 4581856.61155169084668159);431518.804;4581864.122;40.532;47.02;T15634B;N09703K;N00410Q;1;Ciutat Vella;11670;93704;Carrer;Carrer Cremat Gran i Xic;2 - 6;1;Ciutat Vella;11680;93704;Carrer;Carrer Cremat Gran i Xic;1 - 3 <=> 11 - 13;10;42.98388866067484
Point (431518.62245121196610853 4581863.92700616922229528);431518.804;4581864.122;40.532;47.02;T15634B;N09703K;N00410Q;1;Ciutat Vella;11670;93704;Carrer;Carrer Cremat Gran i Xic;2 - 6;1;Ciutat Vella;11680;93704;Carrer;Carrer Cremat Gran i Xic;1 - 3 <=> 11 - 13;20;42.98388866067484
Point (431525.44037800625665113 4581871.24246064852923155);431518.804;4581864.122;40.532;47.02;T15634B;N09703K;N00410Q;1;Ciutat Vella;11670;93704;Carrer;Carrer Cremat Gran i Xic;2 - 6;1;Ciutat Vella;11680;93704;Carrer;Carrer Cremat Gran i Xic;1 - 3 <=> 11 - 13;30;42.98388866067484
Point (431532.25830480048898607 4581878.55791512690484524);431518.804;4581864.122;40.532;47.02;T15634B;N09703K;N00410Q;1;Ciutat Vella;11670;93704;Carrer;Carrer Cremat Gran i Xic;2 - 6;1;Ciutat Vella;11680;93704;Carrer;Carrer Cremat Gran i Xic;1 - 3 <=> 11 - 13;40;42.98388866067484
Point (431512.02919595723506063 4581663.39975915476679802);431515.154;4581674.875;23.777;63.25;T00552B;N00368F;N00369G;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;2 - 4;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;1 - 3 <=> 5;0;0.5768673473433953
Point (431514.22246503311907873 4581673.02704643551260233);431515.154;4581674.875;23.777;63.25;T00552B;N00368F;N00369G;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;2 - 4;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;1 - 3 <=> 5;10;26.749460695128043
Point (431518.9509419490932487 4581681.82191835157573223);431515.154;4581674.875;23.777;63.25;T00552B;N00368F;N00369G;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;2 - 4;1;Ciutat Vella;11860;227902;Carrer;Carrer Nicolau de Sant Climent;1 - 3 <=> 5;20;34.5890228148848
Point (431507.56077777844620869 4581609.27171005494892597);431514.8;4581602.138;20.327;314.44;T00733E;N00483H;N00481F;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12080;358955;Plaça;Plaça Víctor Balaguer;3;0;134.57788905959643
Point (431514.68374737788690254 4581602.25292781833559275);431514.8;4581602.138;20.327;314.44;T00733E;N00483H;N00481F;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12080;358955;Plaça;Plaça Víctor Balaguer;3;10;134.57788905959643
Point (431521.8067169773275964 4581595.23414558172225952);431514.8;4581602.138;20.327;314.44;T00733E;N00483H;N00481F;1;Ciutat Vella;2;0;;;0;1;Ciutat Vella;12080;358955;Plaça;Plaça Víctor Balaguer;3;20;134.57788905959643
Point (431479.4236535580130294 4581861.85631006490439177);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;0;43.82999030025304
Point (431486.34886225423542783 4581869.07028847560286522);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;10;43.82999030025304
Point (431493.2740709503996186 4581876.28426688723266125);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;20;43.82999030025304
Point (431500.19927964662201703 4581883.4982452979311347);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;30;43.82999030025304
Point (431507.12448834284441546 4581890.71222370862960815);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;40;43.82999030025304
Point (431514.04969703900860623 4581897.92620212025940418);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;50;43.82999030025304
Point (431520.97490573523100466 4581905.14018053095787764);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;60;43.82999030025304
Point (431527.90011443139519542 4581912.35415894165635109);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;70;43.82999030025304
Point (431534.82532312761759385 4581919.56813735235482454);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;80;43.82999030025304
Point (431541.75053182383999228 4581926.78211576398462057);431510.996;4581894.745;91.181;46.2;T00512T;N00341U;N00326V;1;Ciutat Vella;11680;266904;Carrer;Carrer Princesa;22 <=> 36;1;Ciutat Vella;41540;266904;Carrer;Carrer Princesa;25 <=> 33 - 35;90;43.82999030025304
Point (431498.2776790001662448 4581598.15976334549486637);431508.592;4581588.058;28.873;315.6;T00731C;N00374D;N00482G;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;4 - 6;1;Ciutat Vella;2;0;;;0;0;134.40407791383103
Point (431505.42190780682722107 4581591.16262144595384598);431508.592;4581588.058;28.873;315.6;T00731C;N00374D;N00482G;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;4 - 6;1;Ciutat Vella;2;0;;;0;10;134.40407791383103
Point (431512.56613661354640499 4581584.16547954734414816);431508.592;4581588.058;28.873;315.6;T00731C;N00374D;N00482G;1;Ciutat Vella;12090;225907;Carrer;Carrer Nau;4 - 6;1;Ciutat Vella;2;0;;;0;20;134.40407791383103
Point (431502.21803489921148866 4581644.19880405068397522);431507.337;4581653.684;21.572;61.65;T16565J;N09913S;N00368F;1;Ciutat Vella;12070;35901;Carrer;Carrer Basea;8 - 10;1;Ciutat Vella;12100;35901;Carrer;Carrer Basea;9;0;28.355282727482688
Point (431506.9674102048156783 4581652.99899917375296354);431507.337;4581653.684;21.572;61.65;T16565J;N09913S;N00368F;1;Ciutat Vella;12070;35901;Carrer;Carrer Basea;8 - 10;1;Ciutat Vella;12100;35901;Carrer;Carrer Basea;9;10;28.355282727482688
Point (431511.37246226647403091 4581661.97102391067892313);431507.337;4581653.684;21.572;61.65;T16565J;N09913S;N00368F;1;Ciutat Vella;12070;35901;Carrer;Carrer Basea;8 - 10;1;Ciutat Vella;12100;35901;Carrer;Carrer Basea;9;20;24.686391111208295
Point (431493.10719979286659509 4581667.75390915665775537);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;0;27.457736210009
Point (431497.71814170258585364 4581676.62742112763226032);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;10;27.457736210009
Point (431502.32908361224690452 4581685.50093309953808784);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;20;27.457736210009
Point (431507.12565072736470029 4581694.27373263612389565);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;30;29.507058503626883
Point (431511.16072838444961235 4581703.39435741212219);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;40;20.7626169547862
Point (431514.70569791545858607 4581712.7449291069060564);431505.66;4581691.684;54.273;60.49;T00550Z;N00366D;N00365C;1;Ciutat Vella;11860;289706;Carrer;Carrer Rosic;2 - 2 B <=> 4 - 4 B;1;Ciutat Vella;11870;289706;Carrer;Carrer Rosic;1 - 1 B <=> 3;50;20.7626169547862
Point (431495.06864987581502646 4581726.58898443169891834);431505.645;4581721.665;23.332;335.03;T00548F;N00364B;N00365C;1;Ciutat Vella;11870;213205;Carrer;Carrer Mirallers;10;1;Ciutat Vella;11840;213205;Carrer;Carrer Mirallers;7;0;114.96629446399952
Point (431504.13421232521068305 4581722.36813410557806492);431505.645;4581721.665;23.332;335.03;T00548F;N00364B;N00365C;1;Ciutat Vella;11870;213205;Carrer;Carrer Mirallers;10;1;Ciutat Vella;11840;213205;Carrer;Carrer Mirallers;7;10;114.96629446399952
Point (431513.19977477454813197 4581718.14728377945721149);431505.645;4581721.665;23.332;335.03;T00548F;N00364B;N00365C;1;Ciutat Vella;11870;213205;Carrer;Carrer Mirallers;10;1;Ciutat Vella;11840;213205;Carrer;Carrer Mirallers;7;20;114.96629446399952
Point (431498.4619261616608128 4581762.25901336129754782);431504.964;4581757.782;15.788;325.45;T00541Y;N00359E;N00360X;1;Ciutat Vella;11830;34104;Carrer;Carrer Banys Vells;8 <=> 10;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;0;124.54708606536872
Point (431506.69853050011442974 4581756.58818017970770597);431504.964;4581757.782;15.788;325.45;T00541Y;N00359E;N00360X;1;Ciutat Vella;11830;34104;Carrer;Carrer Banys Vells;8 <=> 10;1;Ciutat Vella;11800;34104;Carrer;Carrer Banys Vells;1 - 3 <=> 21;10;124.54708606536872
Point (431495.06864987581502646 4581726.58898443169891834);431503.415;4581739.859;31.351;59.09;T00598P;N00364B;N00360X;1;Ciutat Vella;11840;49407;Carrer;Carrer Brosolí;6 <=> 8;1;Ciutat Vella;11830;49407;Carrer;Carrer Brosolí;5 B <=> 7;0;32.76872583475156
Point (431500.48114304704358801 4581734.99760605860501528);431503.415;4581739.859;31.351;59.09;T00598P;N00364B;N00360X;1;Ciutat Vella;11840;49407;Carrer;Carrer Brosolí;6 <=> 8;1;Ciutat Vella;11830;49407;Carrer;Carrer Brosolí;5 B <=> 7;10;32.76872583475156
